0.000000 0.412503 
0.010000 0.423259 
0.020000 0.434122 
0.030000 0.445095 
0.040000 0.456178 
0.050000 0.467372 
0.060000 0.478679 
0.070000 0.490100 
0.080000 0.501635 
0.090000 0.513287 
0.100000 0.525055 
0.110000 0.536942 
0.120000 0.548948 
0.130000 0.561075 
0.140000 0.573323 
0.150000 0.585695 
0.160000 0.598191 
0.170000 0.610813 
0.180000 0.623561 
0.190000 0.636438 
0.200000 0.649444 
0.210000 0.662581 
0.220000 0.675850 
0.230000 0.689252 
0.240000 0.702789 
0.250000 0.716462 
0.260000 0.730272 
0.270000 0.744221 
0.280000 0.758311 
0.290000 0.772542 
0.300000 0.786915 
0.310000 0.801434 
0.320000 0.816098 
0.330000 0.830910 
0.340000 0.845870 
0.350000 0.860981 
0.360000 0.876244 
0.370000 0.891660 
0.380000 0.907231 
0.390000 0.922959 
0.400000 0.938845 
0.410000 0.954890 
0.420000 0.971097 
0.430000 0.987466 
0.440000 1.004000 
0.450000 1.020700 
0.460000 1.037568 
0.470000 1.054606 
0.480000 1.071814 
0.490000 1.089196 
0.500000 1.106752 
0.510000 1.124485 
0.520000 1.142396 
0.530000 1.160487 
0.540000 1.178760 
0.550000 1.197217 
0.560000 1.215859 
0.570000 1.234688 
0.580000 1.253707 
0.590000 1.272916 
0.600000 1.292319 
0.610000 1.311917 
0.620000 1.331712 
0.630000 1.351706 
0.640000 1.371900 
0.650000 1.392298 
0.660000 1.412900 
0.670000 1.433710 
0.680000 1.454729 
0.690000 1.475959 
0.700000 1.497402 
0.710000 1.519061 
0.720000 1.540938 
0.730000 1.563034 
0.740000 1.585353 
0.750000 1.607896 
0.760000 1.630665 
0.770000 1.653663 
0.780000 1.676893 
0.790000 1.700355 
0.800000 1.724054 
0.810000 1.747991 
0.820000 1.772168 
0.830000 1.796589 
0.840000 1.821254 
0.850000 1.846168 
0.860000 1.871332 
0.870000 1.896749 
0.880000 1.922422 
0.890000 1.948352 
0.900000 1.974543 
0.910000 2.000997 
0.920000 2.027717 
0.930000 2.054706 
0.940000 2.081966 
0.950000 2.109500 
0.960000 2.137310 
0.970000 2.165401 
0.980000 2.193773 
0.990000 2.222431 
1.000000 2.251376 
