0.000000 0.052880 
0.010000 0.126521 
0.020000 0.195863 
0.030000 0.261018 
0.040000 0.322104 
0.050000 0.379239 
0.060000 0.432544 
0.070000 0.482145 
0.080000 0.528169 
0.090000 0.570743 
0.100000 0.610000 
0.110000 0.646072 
0.120000 0.679093 
0.130000 0.709200 
0.140000 0.736529 
0.150000 0.761218 
0.160000 0.783406 
0.170000 0.803232 
0.180000 0.820836 
0.190000 0.836358 
0.200000 0.849937 
0.210000 0.861712 
0.220000 0.871824 
0.230000 0.880411 
0.240000 0.887609 
0.250000 0.893557 
0.260000 0.898388 
0.270000 0.902238 
0.280000 0.905238 
0.290000 0.907519 
0.300000 0.909209 
0.310000 0.910435 
0.320000 0.911319 
0.330000 0.911984 
0.340000 0.912547 
0.350000 0.913124 
0.360000 0.913826 
0.370000 0.914762 
0.380000 0.916036 
0.390000 0.917750 
0.400000 0.920000 
0.410000 0.922879 
0.420000 0.926475 
0.430000 0.930872 
0.440000 0.936148 
0.450000 0.942376 
0.460000 0.949625 
0.470000 0.957958 
0.480000 0.967432 
0.490000 0.978097 
0.500000 0.990000 
0.510000 1.003179 
0.520000 1.017666 
0.530000 1.033487 
0.540000 1.050661 
0.550000 1.069200 
0.560000 1.089108 
0.570000 1.110381 
0.580000 1.133011 
0.590000 1.156977 
0.600000 1.182253 
0.610000 1.208804 
0.620000 1.236587 
0.630000 1.265548 
0.640000 1.295629 
0.650000 1.326757 
0.660000 1.358854 
0.670000 1.391830 
0.680000 1.425587 
0.690000 1.460017 
0.700000 1.495000 
0.710000 1.530407 
0.720000 1.566100 
0.730000 1.601927 
0.740000 1.637728 
0.750000 1.673330 
0.760000 1.708550 
0.770000 1.743192 
0.780000 1.777050 
0.790000 1.809904 
0.800000 1.841525 
0.810000 1.871669 
0.820000 1.900080 
0.830000 1.926489 
0.840000 1.950616 
0.850000 1.972165 
0.860000 1.990830 
0.870000 2.006287 
0.880000 2.018203 
0.890000 2.026229 
0.900000 2.030000 
0.910000 2.029140 
0.920000 2.023256 
0.930000 2.011942 
0.940000 1.994775 
0.950000 1.971320 
0.960000 1.941123 
0.970000 1.903717 
0.980000 1.858618 
0.990000 1.805326 
1.000000 1.743327 
